tokenID;name;description;fee_recipient;seller_fee_basis_points;file_name;image;external_url;attributes[Frame];attributes[Background];attributes[Holy Smoke];attributes[Darkness And Light];attributes[Bit];attributes[Cock Ring];attributes[Cum Shot];Dna
3354;BiT #3354;BiT #3354  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3354.png;https://opensea.io/collection/bit-69/3354.png;https://TattooCalypso.com/NFTs;Common Chocolate;Crimson Red Relic;Common Orange Sift;Legendary Void;Reddick Relic Bit;Emerald Relic;Common Right Handed;8eb2ee502f5366d6125dc5571e83666c
3355;BiT #3355;BiT #3355  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3355.png;https://opensea.io/collection/bit-69/3355.png;https://TattooCalypso.com/NFTs;Common Chocolate;Celestial Powder Blue;Common Rosee;Rare Black Corners;Purr Pull Relic Bit;Rare Flamboyant Orange;Rare Fountain;923c661cda31f8a80b4d963758510d64
3356;BiT #3356;BiT #3356  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3356.png;https://opensea.io/collection/bit-69/3356.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Alpha Blue;Mellow Yellow Relic;Rare Black Corners;Common Naturtal;Rare Cassanova Red;Legendary Fireman;87d0067af293b2af336a226285bed1ee
3357;BiT #3357;BiT #3357  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3357.png;https://opensea.io/collection/bit-69/3357.png;https://TattooCalypso.com/NFTs;Common Corroded;Rare Rare Apple Green;Rare Sex Bomb;Light;Reddick Relic Bit;Rare Flamboyant Orange;Interrupted Coitus Relic;0e82fa4ab32c330058ce9a99967703f4
3358;BiT #3358;BiT #3358  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3358.png;https://opensea.io/collection/bit-69/3358.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Common Orange Sift;Common Green Dream;Reddick Relic Bit;Common Cool Gray;Celestial Prince Albert;4b43a1eda1b6cb013b650ebff447babb
3359;BiT #3359;BiT #3359  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3359.png;https://opensea.io/collection/bit-69/3359.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Common Orange Sift;Common Green Dream;Reddick Relic Bit;Common Frog;Common Right Handed;cac32a00888adfd93ad9d9e59419ea98
3360;BiT #3360;BiT #3360  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3360.png;https://opensea.io/collection/bit-69/3360.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Crimson Red Relic;Common Orange Sift;Common Light And Dark;Common Naturtal;Common Cool Gray;Common Point Blanc;71abd6351160592b76a3e4975dbe0c19
3361;BiT #3361;BiT #3361  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3361.png;https://opensea.io/collection/bit-69/3361.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Turquoise Relic;Mellow Yellow Relic;Common Green Dream;Common Naturtal;Common Cool Gray;Rare Fountain;645de82107954077ad11c848846178d2
3362;BiT #3362;BiT #3362  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3362.png;https://opensea.io/collection/bit-69/3362.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Rare Rare Apple Green;Rare Lily Myst;Legendary Void;Rare Miss Piggy Bit;Lavender Relic;Common Right Handed;c392d6fc82051ba4ef4581c2e23448be
3363;BiT #3363;BiT #3363  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3363.png;https://opensea.io/collection/bit-69/3363.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Common Atomik Yellow;Common Orange Sift;Common Light And Dark;Rare Smurf Bit;Common Frog;Come On Relic;b452c4329dc5f70c321b21a5869bc29f
3364;BiT #3364;BiT #3364  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3364.png;https://opensea.io/collection/bit-69/3364.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Legendary Papaya Pink;Common Orange Sift;Common Green Dream;Rare Smurf Bit;Common Kaki;Celestial Prince Albert;cb95881a9488d5bf9e4ec1a6e3b5a684
3365;BiT #3365;BiT #3365  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3365.png;https://opensea.io/collection/bit-69/3365.png;https://TattooCalypso.com/NFTs;Celestial Pitch Black;Common Alpha Blue;Common Orange Sift;Legendary Void;Rare Miss Piggy Bit;Legendary Pazuzu Blue;Come On Relic;6986ee7e700f41a2e81ce2fd3e82cfec
3366;BiT #3366;BiT #3366  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3366.png;https://opensea.io/collection/bit-69/3366.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Alpha Blue;Common Orange Sift;Common Green Dream;Celestial Goldpecker;Lavender Relic;Legendary Fireman;a2bdf13096864f8984922c7ce0e3d326
3367;BiT #3367;BiT #3367  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3367.png;https://opensea.io/collection/bit-69/3367.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Alpha Blue;Common Rosee;Ocean Spray Relic;Legendary Zombi;Rare Cassanova Red;Common Point Blanc;89ffa79619552169730c80125481150a
3368;BiT #3368;BiT #3368  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3368.png;https://opensea.io/collection/bit-69/3368.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Alpha Blue;Mellow Yellow Relic;Common Light And Dark;Common Lolypop;Celestial Gold;Common Point Blanc;54997230876f9d602f9dcd4e8766d98c
3369;BiT #3369;BiT #3369  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3369.png;https://opensea.io/collection/bit-69/3369.png;https://TattooCalypso.com/NFTs;Common Chocolate;Legendary Papaya Pink;Rare Sex Bomb;Ocean Spray Relic;Purr Pull Relic Bit;Rare Vert De Gris;Legendary Fireman;3a9d9f52dc99b4874c0c84f0285a3419
3370;BiT #3370;BiT #3370  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3370.png;https://opensea.io/collection/bit-69/3370.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Rare Rare Apple Green;Common Rosee;Common Light And Dark;Common Lolypop;Emerald Relic;Legendary Fireman;e8ea9f5c2b2ececd100cb63f6f928f1d
3371;BiT #3371;BiT #3371  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3371.png;https://opensea.io/collection/bit-69/3371.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Common Alpha Blue;Mellow Yellow Relic;Legendary Void;Rare Miss Piggy Bit;Rare Vert De Gris;Rare Fountain;3c9a84523d3d1251c48a78449d21a7cc
3372;BiT #3372;BiT #3372  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3372.png;https://opensea.io/collection/bit-69/3372.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Common Atomik Yellow;Common Orange Sift;Rare Black Corners;Common Naturtal;Common Cool Gray;Common Point Blanc;be7a030c2018f112b326babb745c8418
3373;BiT #3373;BiT #3373  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3373.png;https://opensea.io/collection/bit-69/3373.png;https://TattooCalypso.com/NFTs;Common Corroded;Rare Rare Apple Green;Mellow Yellow Relic;Legendary Void;Common Lolypop;Common Cool Gray;Rare Fountain;7f1ee435045ed1a282d19fbb24e1b07b
3374;BiT #3374;BiT #3374  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3374.png;https://opensea.io/collection/bit-69/3374.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Common Orange Sift;Common Green Dream;Reddick Relic Bit;Common Frog;Rare Left Handed;2b7397d25d46ebc213eead61850fd608
3375;BiT #3375;BiT #3375  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3375.png;https://opensea.io/collection/bit-69/3375.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Rare Sex Bomb;Common Green Dream;Common Naturtal;Rare Cassanova Red;Rare Fountain;31e09d71e19ad8826f4e9933cbcadcce
3376;BiT #3376;BiT #3376  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3376.png;https://opensea.io/collection/bit-69/3376.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Common Alpha Blue;Legendary Euphoria Blue;Common Green Dream;Legendary Zombi;Rare Vert De Gris;Rare Fountain;392acbeecfbf53f81efffed4b204356a
3377;BiT #3377;BiT #3377  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3377.png;https://opensea.io/collection/bit-69/3377.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Common Atomik Yellow;Legendary Euphoria Blue;Common Light And Dark;Common Naturtal;Common Kaki;Common Right Handed;c0da45667ddda43fac4debe75f527bcd
3378;BiT #3378;BiT #3378  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;3378.png;https://opensea.io/collection/bit-69/3378.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Rare Rare Apple Green;Rare Lily Myst;Rare Black Corners;Common Naturtal;Common Kaki;Come On Relic;bc1efd3a2b1b250aacc12376e58bde65
